exercise,primary_muscle,exercise_link,image_link
Resistance Band Pull Apart,Shoulders,https://fitnessprogramer.com/exercise/resistance-band-pull-apart/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Resistance-Band-Pull-Apart.gif
Resistance Band Pull Apart,Trapezius,https://fitnessprogramer.com/exercise/resistance-band-pull-apart/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Resistance-Band-Pull-Apart.gif
Half Frog Pose,Abs,https://fitnessprogramer.com/exercise/half-frog-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Half-Frog-Pose-ardha-bhekasana.gif
Half Frog Pose,Leg,https://fitnessprogramer.com/exercise/half-frog-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Half-Frog-Pose-ardha-bhekasana.gif
Half Frog Pose,Yoga,https://fitnessprogramer.com/exercise/half-frog-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Half-Frog-Pose-ardha-bhekasana.gif
Happy Baby Pose,Hip,https://fitnessprogramer.com/exercise/happy-baby-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Happy-Baby-Pose.gif
Happy Baby Pose,Leg,https://fitnessprogramer.com/exercise/happy-baby-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Happy-Baby-Pose.gif
Happy Baby Pose,Yoga,https://fitnessprogramer.com/exercise/happy-baby-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Happy-Baby-Pose.gif
Barbell Drag Curl,Biceps,https://fitnessprogramer.com/exercise/barbell-drag-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/12/Barbell-Drag-Curl.gif
Kettlebell Renegade Row,Back / Wing,https://fitnessprogramer.com/exercise/kettlebell-renegade-row/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Renegade-Row.gif
Kettlebell Renegade Row,Chest,https://fitnessprogramer.com/exercise/kettlebell-renegade-row/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Renegade-Row.gif
Kettlebell Renegade Row,Full Body,https://fitnessprogramer.com/exercise/kettlebell-renegade-row/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Renegade-Row.gif
Push-Up to Renegade Row,Back / Wing,https://fitnessprogramer.com/exercise/push-up-to-renegade-row/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Push-Up-to-Renegade-Row.gif
Push-Up to Renegade Row,Chest,https://fitnessprogramer.com/exercise/push-up-to-renegade-row/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Push-Up-to-Renegade-Row.gif
Push-Up to Renegade Row,Full Body,https://fitnessprogramer.com/exercise/push-up-to-renegade-row/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Push-Up-to-Renegade-Row.gif
Modified Hindu Push-up,Chest,https://fitnessprogramer.com/exercise/modified-hindu-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Modified-Hindu-Push-up.gif
Modified Hindu Push-up,Full Body,https://fitnessprogramer.com/exercise/modified-hindu-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Modified-Hindu-Push-up.gif
Knuckle Push-Up,Chest,https://fitnessprogramer.com/exercise/knuckle-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Knuckle-Push-Up.gif
Planche Push-Up,Calisthenic,https://fitnessprogramer.com/exercise/planche-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Planche-Push-Up.gif
Planche Push-Up,Chest,https://fitnessprogramer.com/exercise/planche-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Planche-Push-Up.gif
Planche Push-Up,Full Body,https://fitnessprogramer.com/exercise/planche-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Planche-Push-Up.gif
Planche Push-Up,Triceps,https://fitnessprogramer.com/exercise/planche-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Planche-Push-Up.gif
Finger Push-up,Calisthenic,https://fitnessprogramer.com/exercise/finger-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Finger-Push-up.gif
Finger Push-up,Chest,https://fitnessprogramer.com/exercise/finger-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Finger-Push-up.gif
Chest Tap Push-up,Calisthenic,https://fitnessprogramer.com/exercise/chest-tap-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Chest-Tap-Push-up.gif
Chest Tap Push-up,Chest,https://fitnessprogramer.com/exercise/chest-tap-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Chest-Tap-Push-up.gif
Kettlebell Deep Push-Up,Chest,https://fitnessprogramer.com/exercise/kettlebell-deep-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Deep-Push-Up.gif
Archer Push-Up,Calisthenic,https://fitnessprogramer.com/exercise/archer-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Archer-Push-Up.gif
Archer Push-Up,Chest,https://fitnessprogramer.com/exercise/archer-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Archer-Push-Up.gif
Archer Push-Up,Full Body,https://fitnessprogramer.com/exercise/archer-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Archer-Push-Up.gif
Archer Push-Up,Triceps,https://fitnessprogramer.com/exercise/archer-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Archer-Push-Up.gif
One Leg Push-Up,Chest,https://fitnessprogramer.com/exercise/one-leg-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Leg-Push-Up.gif
Medicine Ball Crunch,Abs,https://fitnessprogramer.com/exercise/medicine-ball-crunch/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Medicine-Ball-Crunch.gif
Bosu Ball Push-Up,Chest,https://fitnessprogramer.com/exercise/bosu-ball-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Bosu-Ball-Push-Up.gif
Resistance Band Alternating Chest Fly,Chest,https://fitnessprogramer.com/exercise/resistance-band-alternating-chest-fly/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Resistance-Band-Alternating-Chest-Fly.gif
Kettlebell Figure 8,Abs,https://fitnessprogramer.com/exercise/kettlebell-figure-8/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Figure-8.gif
Kettlebell Figure 8,Erector Spinae,https://fitnessprogramer.com/exercise/kettlebell-figure-8/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Figure-8.gif
Kettlebell Figure 8,Full Body,https://fitnessprogramer.com/exercise/kettlebell-figure-8/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Figure-8.gif
Kettlebell Figure 8,Hip,https://fitnessprogramer.com/exercise/kettlebell-figure-8/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Figure-8.gif
Kettlebell Figure 8,Leg,https://fitnessprogramer.com/exercise/kettlebell-figure-8/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Figure-8.gif
Smith Machine Hip Thrust,Hip,https://fitnessprogramer.com/exercise/smith-machine-hip-thrust/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Smith-Machine-Hip-Thrust.gif
Resistance Band Hip Thrust,Hip,https://fitnessprogramer.com/exercise/resistance-band-hip-thrust/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Resistance-Band-Hip-Thrust.gif
Resistance Band Hip Thrusts on Knees,Hip,https://fitnessprogramer.com/exercise/resistance-band-hip-thrusts-on-knees/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Resistance-Band-Hip-Thrusts-on-Knees.gif
Barbell Finger Curl,Forearm,https://fitnessprogramer.com/exercise/barbell-finger-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Barbell-Finger-Curl.gif
Dumbbell Finger Curl,Forearm,https://fitnessprogramer.com/exercise/dumbbell-finger-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Finger-Curl.gif
Dumbbell Renegade Row,Back / Wing,https://fitnessprogramer.com/exercise/dumbbell-renegade-row/,https://fitnessprogramer.com/wp-content/uploads/2021/01/dumbbell-renegade-row-1.gif
Dumbbell Renegade Row,Full Body,https://fitnessprogramer.com/exercise/dumbbell-renegade-row/,https://fitnessprogramer.com/wp-content/uploads/2021/01/dumbbell-renegade-row-1.gif
Ball Russian Twist throw with partner,Abs,https://fitnessprogramer.com/exercise/ball-russian-twist-throw-with-partner/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Ball-Russian-Twist-throw-with-partner.gif
Kettlebell Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/kettlebell-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Lateral-Raise.gif
Barbell Single Leg Deadlift,Erector Spinae,https://fitnessprogramer.com/exercise/barbell-single-leg-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Barbell-Single-Leg-Deadlift.gif
Barbell Single Leg Deadlift,Hip,https://fitnessprogramer.com/exercise/barbell-single-leg-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Barbell-Single-Leg-Deadlift.gif
Barbell Single Leg Deadlift,Leg,https://fitnessprogramer.com/exercise/barbell-single-leg-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Barbell-Single-Leg-Deadlift.gif
Dumbbell Single Leg Deadlift,Erector Spinae,https://fitnessprogramer.com/exercise/dumbbell-single-leg-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Single-Leg-Deadlift.gif
Dumbbell Single Leg Deadlift,Hip,https://fitnessprogramer.com/exercise/dumbbell-single-leg-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Single-Leg-Deadlift.gif
Dumbbell Single Leg Deadlift,Leg,https://fitnessprogramer.com/exercise/dumbbell-single-leg-deadlift/,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Single-Leg-Deadlift.gif
Dumbbell Reverse Grip 30 Degrees Incline Bench Press,Chest,https://fitnessprogramer.com/exercise/dumbbell-reverse-grip-30-degrees-incline-bench-press/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Reverse-Grip-30-Degrees-Incline-Bench-Press.gif
Close Grip Barbell Curl,Biceps,https://fitnessprogramer.com/exercise/close-grip-barbell-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/07/close-grip-barbell-curl.gif
Seated Leg Extension with Resistance Band,Leg,https://fitnessprogramer.com/exercise/seated-leg-extension-with-resistance-band/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Seated-Leg-Extension-with-Resistance-Band.gif
Good Morning With Resistance Band,Erector Spinae,https://fitnessprogramer.com/exercise/good-morning-with-resistance-band/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Good-Morning-With-Resistance-Band.gif
Good Morning With Resistance Band,Leg,https://fitnessprogramer.com/exercise/good-morning-with-resistance-band/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Good-Morning-With-Resistance-Band.gif
Dumbbell Bench Squat,Hip,https://fitnessprogramer.com/exercise/dumbbell-bench-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/10/dumbbell-bench-squat.gif
Dumbbell Bench Squat,Leg,https://fitnessprogramer.com/exercise/dumbbell-bench-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/10/dumbbell-bench-squat.gif
Seated Ab Crunch Machine,Abs,https://fitnessprogramer.com/exercise/seated-ab-crunch-machine/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Seated-Ab-Crunch-Machine.gif
Pendulum Squat,Hip,https://fitnessprogramer.com/exercise/pendulum-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Pendulum-Squat.gif
Pendulum Squat,Leg,https://fitnessprogramer.com/exercise/pendulum-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/10/Pendulum-Squat.gif
Band Assisted Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/band-assisted-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/band-assisted-pull-up.gif
Dumbbell Windmill,Abs,https://fitnessprogramer.com/exercise/dumbbell-windmill/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Windmill.gif
Dumbbell Windmill,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-windmill/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Windmill.gif
Rolling Like a Ball,Erector Spinae,https://fitnessprogramer.com/exercise/rolling-like-a-ball/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Rolling-Like-a-Ball-crab.gif
Dumbbell Iron Cross,Full Body,https://fitnessprogramer.com/exercise/dumbbell-iron-cross/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Iron-Cross.gif
Dumbbell Iron Cross,Hip,https://fitnessprogramer.com/exercise/dumbbell-iron-cross/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Iron-Cross.gif
Dumbbell Iron Cross,Leg,https://fitnessprogramer.com/exercise/dumbbell-iron-cross/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Iron-Cross.gif
Dumbbell Iron Cross,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-iron-cross/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Iron-Cross.gif
Incline Landmine Press,Chest,https://fitnessprogramer.com/exercise/incline-landmine-press/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Incline-Landmine-Press.gif
Incline Landmine Press,Shoulders,https://fitnessprogramer.com/exercise/incline-landmine-press/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Incline-Landmine-Press.gif
Box Pistol Squat,Hip,https://fitnessprogramer.com/exercise/box-pistol-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Box-pistol-Squat.gif
Box Pistol Squat,Leg,https://fitnessprogramer.com/exercise/box-pistol-squat/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Box-pistol-Squat.gif
Ring Dips,Calisthenic,https://fitnessprogramer.com/exercise/ring-dips/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Ring-Dips.gif
Ring Dips,Chest,https://fitnessprogramer.com/exercise/ring-dips/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Ring-Dips.gif
Ring Dips,Full Body,https://fitnessprogramer.com/exercise/ring-dips/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Ring-Dips.gif
Ring Dips,Triceps,https://fitnessprogramer.com/exercise/ring-dips/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Ring-Dips.gif
Sitting Rotation Hip Stretch,Hip,https://fitnessprogramer.com/exercise/sitting-rotation-hip-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Sitting-Rotation-Hip-Stretch.gif
Sitting Rotation Hip Stretch,Leg,https://fitnessprogramer.com/exercise/sitting-rotation-hip-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Sitting-Rotation-Hip-Stretch.gif
Supported One Leg Standing Hip Flexor And Knee Extensor Stretch,Hip,https://fitnessprogramer.com/exercise/supported-one-leg-standing-hip-flexor-and-knee-extensor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Supported-One-Leg-Standing-Hip-Flexor-And-Knee-Extensor-Stretch.gif
Supported One Leg Standing Hip Flexor And Knee Extensor Stretch,Leg,https://fitnessprogramer.com/exercise/supported-one-leg-standing-hip-flexor-and-knee-extensor-stretch/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Supported-One-Leg-Standing-Hip-Flexor-And-Knee-Extensor-Stretch.gif
Squat mobility Complex,Hip,https://fitnessprogramer.com/exercise/squat-mobility-complex/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Squat-mobility-Complex.gif
Squat mobility Complex,Leg,https://fitnessprogramer.com/exercise/squat-mobility-complex/,https://fitnessprogramer.com/wp-content/uploads/2022/07/Squat-mobility-Complex.gif
Cobra Push-up,Chest,https://fitnessprogramer.com/exercise/cobra-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Cobra-Push-up.gif
Shoulder Tap Push-up,Chest,https://fitnessprogramer.com/exercise/shoulder-tap-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Shoulder-Tap-Push-up.gif
Single Arm Raise Push-up,Calisthenic,https://fitnessprogramer.com/exercise/single-arm-raise-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Single-Arm-Raise-Push-up.gif
Single Arm Raise Push-up,Chest,https://fitnessprogramer.com/exercise/single-arm-raise-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Single-Arm-Raise-Push-up.gif
Single Arm Raise Push-up,Triceps,https://fitnessprogramer.com/exercise/single-arm-raise-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Single-Arm-Raise-Push-up.gif
Suspended Push-Up,Chest,https://fitnessprogramer.com/exercise/suspended-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Suspended-Push-Up.gif
Suspended Push-Up,Triceps,https://fitnessprogramer.com/exercise/suspended-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Suspended-Push-Up.gif
Close-grip Dumbbell Push-Up,Chest,https://fitnessprogramer.com/exercise/close-grip-dumbbell-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Close-grip-Dumbbell-Push-Up.gif
Close-grip Dumbbell Push-Up,Triceps,https://fitnessprogramer.com/exercise/close-grip-dumbbell-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Close-grip-Dumbbell-Push-Up.gif
Medicine Ball Push-Up,Chest,https://fitnessprogramer.com/exercise/medicine-ball-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Medicine-Ball-Push-Up.gif
Medicine Ball Push-Up,Triceps,https://fitnessprogramer.com/exercise/medicine-ball-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Medicine-Ball-Push-Up.gif
Single Arm Push-Up on Medicine Ball,Chest,https://fitnessprogramer.com/exercise/single-arm-push-up-on-medicine-ball/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Single-Arm-Push-Up-on-Medicine-Ball.gif
Single Arm Push-Up on Medicine Ball,Triceps,https://fitnessprogramer.com/exercise/single-arm-push-up-on-medicine-ball/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Single-Arm-Push-Up-on-Medicine-Ball.gif
Weighted Vest Push-up,Chest,https://fitnessprogramer.com/exercise/weighted-vest-push-up/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Weighted-Vest-Push-up.gif
One Arm Cable Bicep Curl,Biceps,https://fitnessprogramer.com/exercise/one-arm-cable-bicep-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/06/One-Arm-Cable-Bicep-Curl.gif
Single Arm Reverse Grip Cable Bicep Curl,Biceps,https://fitnessprogramer.com/exercise/single-arm-reverse-grip-cable-bicep-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Single-Arm-Reverse-Grip-Cable-Bicep-Curl.gif
Single Arm Reverse Grip Cable Bicep Curl,Forearm,https://fitnessprogramer.com/exercise/single-arm-reverse-grip-cable-bicep-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/06/Single-Arm-Reverse-Grip-Cable-Bicep-Curl.gif
